199211071158, 77, 58, 45,150,
199211071235, 74, 64, 49,147,
199211071304, 78, 53, 45,138,
199211071334, 56, 45, 32,117,
199211071404, 76, 54, 46,147,
199211071434, 85, 71, 52,153,
199211071504, 74, 45, 37,136,
199211071534, 90, 66, 44,138,
199211071604, 65, 43, 30,136,
199211071634, 76, 64, 47,156,
199211071703, 85, 65, 50,141,
199211071733, 65, 48, 32,138,
199211071803, 64, 58, 51,153,
199211071833, 74, 51, 40,131,
199211071903, 58, 38, 26,133,
199211071934, 73, 62, 44,144,
199211072003, 79, 60, 53,159,
199211072033, 73, 66, 53,156,
199211072104, 68, 53, 38, 84,
199211072134,104, 76, 53,159,
199211072203, 85, 58, 43,156,
199211072353, 83, 72, 63,159,
199211080022, 85, 64, 54,136,
199211080051, 65, 44, 34,127,
199211080121, 72, 59, 45,127,
199211080151, 57, 39, 28,108,
199211080251, 79, 56, 51,127,
199211080321, 62, 44, 34,125,
199211080358, 63, 51, 46,141,
199211080428, 61, 41, 29,120,
199211080458, 57, 35, 25,129,
199211080528, 72, 59, 53,147,
199211080558, 74, 55, 47,144,
199211080628, 58, 41, 29,119,
199211080657, 66, 43, 35,127,
199211080727, 72, 49, 39,136,
199211080757, 54, 36, 24,117,
199211080837,112, 83, 60,156,
199211080908, 85, 62, 53,150,
199211080937, 73, 55, 50,136,
199211081007, 75, 43, 35,129,
199211081037, 57, 52, 42,136,
199211081108, 92, 71, 47,156,
199211081210, 60, 42, 31,133,
199211081240, 55, 40, 35,120,
199211081315, 83, 60, 55,156,
199211081344, 58, 38, 26,136,
199211081414, 68, 46, 37,133,
199211081447, 78, 55, 48,174,m:15:00
199211081547, 70, 51, 41,141,m
199211081616, 57, 38, 27,119,s
199211081646, 76, 49, 38,125,
199211081716, 79, 49, 39,129,
199211081747, 77, 48, 37,117,m:18:00
199211090012, 86, 63, 46,166,
199211090042, 77, 49, 38,150,
199211090113, 89, 74, 59,174,
199211090143, 97, 76, 53,133,
199211090220,142,130,104,134,
199211090222, 67, 42, 32,129,
199211090252, 72, 58, 48,133,
199211090322, 58, 40, 29,105,
199211090352, 73, 59, 54,156,
199211090421, 87, 74, 59,147,
199211090451, 61, 44, 36,120,
199211090521, 62, 41, 33,111,
199211090551, 69, 44, 33,107,
199211090621, 64, 47, 33,115,
199211090714, 95, 68, 58,156,
199211090744, 70, 49, 39,119,
199211090814, 58, 44, 36,119,
199211090843, 64, 38, 33,108,
199211090913, 54, 41, 30,113,m:9:00
199211090946, 58, 56, 51, 60,
199211091015, 71, 54, 46,127,
199211091045, 79, 59, 47,125,
199211091116, 71, 53, 42,119,
199211091145, 73, 60, 40,113,m
199211091215, 81, 68, 59,122,
199211091245, 78, 53, 39,122,
199211091315, 67, 42, 32,120,
199211091345, 61, 41, 28,136,
199211091416, 83, 70, 59,131,
199211091445, 95, 69, 60,153,
199211091515, 68, 52, 40,127,
199211091545, 57, 41, 29,110,
199211091644,106, 58, 39,156,
199211091718,106,102, 87, 63,
